studyID	pubMedID	trait	reportedTrait	citation	altmetricScore	ethnicity	initialSampleSize	replicationSampleSize	title	lastUpdated
GCST003159	26503763	Response To Lithium Ion	Objective Response To Lithium Treatment	Song et al. 2015	13.25	European	7007	NA	Genome-wide association study identifies SESTD1 as a novel risk gene for lithium-responsive bipolar disorder.	2021-06-24
GCST003160	26503763	Response To Lithium Ion	Subjective Response To Lithium Treatment In Bipolar Disorder	Song et al. 2015	13.25	European	2698	NA	Genome-wide association study identifies SESTD1 as a novel risk gene for lithium-responsive bipolar disorder.	2021-06-24
GCST003161	26503763	Response To Lithium Ion	Objective Response To Lithium Treatment In Bipolar Disorder	Song et al. 2015	13.25	European	1176	NA	Genome-wide association study identifies SESTD1 as a novel risk gene for lithium-responsive bipolar disorder.	2021-06-24
GCST011434	33445220	Response To Liver Transplant	Thrombosis In Response To Liver Transplant	Li et al. 2021	0.25	European	310	775	Donor genetic variants as risk factors for thrombosis after liver transplantation: A genome-wide association study.	2021-06-25
GCST006055	24847101	Response To Long-Chain N-3 Pufa Dietary Supplementation	Response To Long-Chain N-3 Polyunsaturated Fatty Acid Supplementation (Change In Triglyceride Levels)	Rudkowska et al. 2014	4.35		141	NA	Genome-wide association study of the plasma triglyceride response to an n-3 polyunsaturated fatty acid supplementation.	2021-06-24
GCST011105	33138277	Response To Metamizole	Metamizole-Induced Agranulocytosis Or Neutropenia	Cismaru et al. 2020	0.5	European	236	314	Genome-Wide Association Study of Metamizole-Induced Agranulocytosis in European Populations.	2021-06-25
GCST011106	33138277	Response To Metamizole	Metamizole-Induced Agranulocytosis	Cismaru et al. 2020	0.5	European	221	314	Genome-Wide Association Study of Metamizole-Induced Agranulocytosis in European Populations.	2021-06-25
GCST000927	21186350	Response To Metformin	Response To Metformin In Type 2 Diabetes (Glycemic)	Zhou et al. 2010	2	European	1024	2896	Common variants near ATM are associated with glycemic response to metformin in type 2 diabetes.	2021-06-24
GCST002375	24583629	Response To Methotrexate	Response To Methotrexate In Rheumatoid Arthritis	Senapati et al. 2014	0.5	South Asian	438	NA	Genome-wide analysis of methotrexate pharmacogenomics in rheumatoid arthritis shows multiple novel risk variants and leads for TYMS regulation.	2021-06-24
GCST002263	24236485	Response To Non-Steroidal Anti-Inflammatory	Acute Urticaria And Angioedema (Non-Steroidal Anti-Inflammatory Drug-Induced)	Cornejo-García et al. 2013	NA	European|East Asian	457	NA	Genome-wide association study in NSAID-induced acute urticaria/angioedema in Spanish and Han Chinese populations.	2021-06-24
GCST012158	33106475	Response To Norepinephrine-Dopamine Reuptake Inhibitor	Response To Norepinephrine-Dopamine Reuptake Inhibitors (Responders Vs Non-Responders)	Li et al. 2020	2.35	European	7483	NA	Genome-wide association studies of antidepressant class response and treatment-resistant depression.	2021-08-02
GCST002179	24025145	Response To Paclitaxel	Adverse Response To Chemotherapy In Breast Cancer (Alopecia) (Paclitaxel)	Chung et al. 2013	11	East Asian	120	NA	A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.	2021-06-24
GCST002074	23776197	Response To Paclitaxel	Paclitaxel-Induced Neuropathy	Leandro-García et al. 2013	8.024	European	143	NA	Genome-wide association study identifies ephrin type A receptors implicated in paclitaxel induced peripheral sensory neuropathy.	2021-06-24
GCST001999	23648065	Response To Paclitaxel	Adverse Response To Chemotherapy (Neutropenia/Leucopenia) (Paclitaxel)	Low et al. 2013	3	East Asian	582	NA	Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.	2021-06-24
GCST002006	23648065	Response To Paclitaxel	Adverse Response To Chemotherapy (Neutropenia/Leucopenia) (Paclitaxel + Carboplatin)	Low et al. 2013	3	East Asian	316	NA	Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.	2021-06-24
GCST003232	26546620	Response To Pazopanib	Response To Pazopanib In Cancer (Hepatotoxicity)	Xu et al. 2015	7.58	European|Asian unspecified|Other	1188	1002	HLA-B*57:01 Confers Susceptibility to Pazopanib-Associated Liver Injury in Patients with Cancer.	2021-06-24
GCST005200	29288229	Response To Phenytoin	Phenytoin-Induced Maculopapular Exanthema	McCormack et al. 2017	37.85	European|East Asian	604	101	Genetic variation in CFH predicts phenytoin-induced maculopapular exanthema in European-descent patients.	2021-06-24
GCST012001	34035401	Response To Placebo	Symptoms In Placebo-Treated Covid-19 Outpatients At Risk Of Severe Disease (Time To Remission)	Dubé et al. 2021	2.5	European	851	NA	Genetics of symptom remission in outpatients with COVID-19.	2021-07-27
GCST004961	28753643	Response To Placebo	Major Coronary Event In Placebo-Treated Cardiovascular Disease (Time To Event)	Yeo et al. 2017	0.25	Asian unspecified|European|African American or Afro-Caribbean|Greater Middle Eastern (Middle Eastern North African or Persian)|Oceanian|Native American|Other admixed ancestry	1440	NA	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	2021-06-24
GCST001629	22872573	Response To Platinum Based Chemotherapy	Response To Platinum-Based Chemotherapy In Non-Small-Cell Lung Cancer	Hu et al. 2012	1	East Asian|European	528	749	Genome-wide association study of prognosis in advanced non-small cell lung cancer patients receiving platinum-based chemotherapy.	2021-06-24
GCST001998	23648065	Response To Platinum Based Chemotherapy	Adverse Response To Chemotherapy (Neutropenia/Leucopenia) (All Platinum-Based Drugs)	Low et al. 2013	3	East Asian	1171	NA	Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.	2021-06-24
GCST004097	28120872	Response To Platinum-Based Neoadjuvant Chemotherapy	Response To Platinum-Based Neoadjuvant Chemotherapy In Cervical Cancer	Li et al. 2017	1	East Asian	226	370	Genome-wide association study identifies four SNPs associated with response to platinum-based neoadjuvant chemotherapy for cervical cancer.	2021-06-24
GCST009642	31779001	Response To Polyunsaturated Fatty Acid Supplementation	Impaired Insulin Sensitivity In Response To N-3 Pufa Supplementation	Franck et al. 2019	1.5	European	138	NA	Prevention of Potential Adverse Metabolic Effects of a Supplementation with Omega-3 Fatty Acids Using a Genetic Score Approach.	2021-06-25
GCST003581	27515689	Response To Radiation	Toxicity Response To Radiotherapy In Prostate Cancer (Decreased Urine Stream) (Time To Event)	Kerns et al. 2016	70.05	European	1245	NA	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	2021-06-24
GCST003582	27515689	Response To Radiation	Response To Radiotherapy In Prostate Cancer (Toxicity, Urinary Frequency)	Kerns et al. 2016	70.05	European	1409	NA	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	2021-06-24
GCST003584	27515689	Response To Radiation	Response To Radiotherapy In Prostate Cancer (Toxicity, Rectal Bleeding)	Kerns et al. 2016	70.05	European	1487	NA	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	2021-06-24
GCST008378	31095341	Response To Radiation	Toxicity Response To Radiotherapy In Prostate Cancer (Decreased Urine Stream) (Time To Event)	Kerns et al. 2019	25.65	European	3470	NA	Radiogenomics Consortium Genome-Wide Association Study Meta-analysis of Late Toxicity after Prostate Cancer Radiotherapy.	2021-06-25
GCST008380	31095341	Response To Radiation	Toxicity Response To Radiotherapy In Prostate Cancer (Hematuria) (Time To Event)	Kerns et al. 2019	25.65	European|East Asian	3619	538	Radiogenomics Consortium Genome-Wide Association Study Meta-analysis of Late Toxicity after Prostate Cancer Radiotherapy.	2021-06-25
GCST008381	31095341	Response To Radiation	Toxicity Response To Radiotherapy In Prostate Cancer (Rectal Bleeding) (Time To Event)	Kerns et al. 2019	25.65	European	3379	NA	Radiogenomics Consortium Genome-Wide Association Study Meta-analysis of Late Toxicity after Prostate Cancer Radiotherapy.	2021-06-25
GCST008388	31196165	Response To Radiation	Acute Post-Radiotherapy Pain In Breast Cancer	Lee et al. 2019	0.5	Hispanic or Latin American|European|African unspecified|African American or Afro-Caribbean|Other	1144	NA	Genome-wide enriched pathway analysis of acute post-radiotherapy pain in breast cancer patients: a prospective cohort study.	2021-06-24
GCST005112	29059430	Response To Radiation	Breast Cancer In Childhood Cancer Survivors Treated With More Than 10 Gray Radiotherapy	Morton et al. 2017	15.85	European	624	NA	Genome-Wide Association Study to Identify Susceptibility Loci That Modify Radiation-Related Risk for Breast Cancer After Childhood Cancer.	2021-06-24
GCST007200	30299488	Response To Radiation	Radiation-Induced Brain Injury In Nasopharyngeal Carcinoma	Wang et al. 2018	2.25		1082	1860	Genome-Wide Association Study of Susceptibility Loci for Radiation-Induced Brain Injury.	2021-06-24
GCST002900	25963547	Response To Radiation	Obesity In Adult Survivors Of Childhood Cancer Exposed To Cranial Radiation	Wilson et al. 2015	86.678	European|African unspecified	776	NA	Genetic and clinical factors associated with obesity among adult survivors of childhood cancer: A report from the St. Jude Lifetime Cohort.	2021-06-24
GCST010511	32503578	Response To Radiation	Response To Radiotherapy In Nasopharyngeal Carcinoma (Acute Oral Mucositis)	Yang et al. 2020	7.55	East Asian	1467	NA	Genome-wide association study identifies genetic susceptibility loci and pathways of radiation-induced acute oral mucositis.	2021-06-25
GCST006277	30054556	Response To Ranibizumab	Response To Ranibizumab In Age-Related Macular Degeneration (Exudative)	Akiyama et al. 2018	0.25	East Asian	434	485	Genome-wide association study suggests four variants influencing outcomes with ranibizumab therapy in exudative age-related macular degeneration.	2021-06-24
GCST002691	25670933	Response To Red Blood Cell Transfusion	Alloimmunization Response To Red Blood Cell Transfusion In Sickle Cell Anemia	Hanchard et al. 2014	0.5	African American or Afro-Caribbean	94	NA	A Genome-Wide Screen for Large-Effect Alloimmunization Susceptibility Loci among Red Blood Cell Transfusion Recipients with Sickle Cell Disease.	2021-06-24
GCST007210	30578281	Response To Red Blood Cell Transfusion	Alloimmunization Response To Red Blood Cell Transfusion In Sickle Cell Anemia	Williams et al. 2018	7.2	African American or Afro-Caribbean	267	130	A locus on chromosome 5 shows African ancestry-limited association with alloimmunization in sickle cell disease.	2021-06-24
GCST004114	28062682	Response To Reverse Transcriptase Inhibitor	Nevirapine-Induced Hypersensitivity In Hiv (Drug-Induced Liver Injury)	Carr et al. 2017	1	Sub-Saharan African|African unspecified	203	111	Genome-wide association study of nevirapine hypersensitivity in a sub-Saharan African HIV-infected population.	2021-06-24
GCST004115	28062682	Response To Reverse Transcriptase Inhibitor	Nevirapine-Induced Hypersensitivity In Hiv (Stevens-Johnson Syndrome Or Toxic Epidermal Necrosis)	Carr et al. 2017	1	Sub-Saharan African|African unspecified	233	106	Genome-wide association study of nevirapine hypersensitivity in a sub-Saharan African HIV-infected population.	2021-06-24
GCST004118	28062682	Response To Reverse Transcriptase Inhibitor	Nevirapine-Induced Hypersensitivity In Hiv	Carr et al. 2017	1	Sub-Saharan African	333	122	Genome-wide association study of nevirapine hypersensitivity in a sub-Saharan African HIV-infected population.	2021-06-24
GCST003792	27671213	Response To Rifampicin	Liver Injury In Anti-Tuberculosis Drug Treatment	Petros et al. 2016	0.25	Sub-Saharan African	402	244	Genome-wide association and replication study of anti-tuberculosis drugs-induced liver toxicity.	2021-06-24
GCST004262	28388302	Response To Rifampicin	Liver Injury In Combined Anti-Retroviral And Anti-Tuberculosis Drug-Treated Hiv With Tuberculosis	Petros et al. 2017	0.25	African unspecified	186	116	Genome-Wide Association and Replication Study of Hepatotoxicity Induced by Antiretrovirals Alone or with Concomitant Anti-Tuberculosis Drugs.	2021-06-24
GCST012160	33106475	Response To Selective Serotonin Reuptake Inhibitor	Response To Ssri (Responders Vs Non-Responders)	Li et al. 2020	2.35	European	19740	NA	Genome-wide association studies of antidepressant class response and treatment-resistant depression.	2021-08-02
GCST012159	33106475	Response To Serotonin-Norephinephrine Reuptake Inhibitor	Response To Serotonin-Norepinephrine Reuptake Inhibitors (Responders Vs Non-Responders)	Li et al. 2020	2.35	European	7079	NA	Genome-wide association studies of antidepressant class response and treatment-resistant depression.	2021-08-02
GCST002515	24986923	Response To Silica Exposure	Pneumoconiosis In Silica Exposure	Chu et al. 2014	NA	East Asian	400	1031	A genome-wide association study identifies susceptibility loci of silica-related pneumoconiosis in Han Chinese.	2021-06-24
GCST000213	18650507	Response To Statin	Response To Statin Therapy	Link et al. 2008	81.536	European	175	16664	SLCO1B1 variants and statin-induced myopathy--a genomewide study.	2021-06-24
GCST001002	21386754	Response To Statin	Cerivastatin-Induced Rhabdomyolysis	Marciante et al. 2011	0.5	European	917	NA	Cerivastatin, genetic variants, and the risk of rhabdomyolysis.	2021-06-24
GCST012152	33501934	Response To Sulfasalazine	Fever In Mesalamine-Treated Irritable Bowel Disease	Suzuki et al. 2021	NA	East Asian	1523	788	Genetic Background of Mesalamine-induced Fever and Diarrhea in Japanese Patients with Inflammatory Bowel Disease.	2021-07-29
GCST012153	33501934	Response To Sulfasalazine	Diarrhea In Mesalamine-Treated Irritable Bowel Disease	Suzuki et al. 2021	NA	East Asian	1523	788	Genetic Background of Mesalamine-induced Fever and Diarrhea in Japanese Patients with Inflammatory Bowel Disease.	2021-07-29
GCST012154	33501934	Response To Sulfasalazine	Fever And Diarrhea In Mesalamine-Treated Irritable Bowel Disease	Suzuki et al. 2021	NA	East Asian	1523	788	Genetic Background of Mesalamine-induced Fever and Diarrhea in Japanese Patients with Inflammatory Bowel Disease.	2021-07-29
GCST011589	33724339	Response To Surgery	Surgical Recurrence In Crohn's Disease	Wang et al. 2021	3.2	European	372	NA	Novel Genetic Variant Predicts Surgical Recurrence Risk in Crohn's Disease Patients.	2021-06-25
GCST010502	32433338	Response To Tafenoquine	Tafenoquine Efficacy In P. Vivax Malaria (Recurrence By 4 Months)	St et al. 2020	0.25	African American or Afro-Caribbean|Asian unspecified|European|Hispanic or Latin American|Native American|Other admixed ancestry	438	NA	Pharmacogenetic assessment of tafenoquine efficacy in patients with Plasmodium vivax malaria.	2021-06-25
GCST010503	32433338	Response To Tafenoquine	Tafenoquine Efficacy In P. Vivax Malaria (Recurrence By 6 Months)	St et al. 2020	0.25	African American or Afro-Caribbean|Asian unspecified|European|Hispanic or Latin American|Native American|Other admixed ancestry	438	NA	Pharmacogenetic assessment of tafenoquine efficacy in patients with Plasmodium vivax malaria.	2021-06-25
GCST005804	29278617	Response To Taxane	Taxane-Induced Peripheral Neuropathy In Breast Cancer	Sucheston-Campbell et al. 2018	6.6	African American or Afro-Caribbean|European	2274	NA	Genome-wide meta-analyses identifies novel taxane-induced peripheral neuropathy-associated loci.	2021-06-24
GCST005039	29097388	Response To Thiazide	Uncontrolled Blood Pressure In Combination Therapy (Beta Blocker And Thiazide Diuretic)	Magvanjav et al. 2017	0.75	European|Hispanic or Latin American	314	414	Genetic Variants Associated With Uncontrolled Blood Pressure on Thiazide Diuretic/β-Blocker Combination Therapy in the PEAR (Pharmacogenomic Evaluation of Antihypertensive Responses) and INVEST (International Verapamil-SR Trandolapril Study) Trials.	2021-06-24
GCST003018	26151496	Response To Thioamide	Thionamide-Induced Agranulocytosis In Graves' Disease	Chen et al. 2015	1.75	East Asian	683	567	Genetic determinants of antithyroid drug-induced agranulocytosis by human leukocyte antigen genotyping and genome-wide association study.	2021-06-24
GCST002607	25217962	Response To Thiopurine	Response To Thiopurine Immunosuppressants In Inflammatory Bowel Disease (Pancreatitis) (Azathioprine And Mercaptopurine)	Heap et al. 2014	43	European	2207	550	HLA-DQA1-HLA-DRB1 variants confer susceptibility to pancreatitis induced by thiopurine immunosuppressants.	2021-06-24
GCST003603	27558924	Response To Thiopurine	Thiopurine-Induced Leukopenia In Inflammatory Bowel Disease	Kim et al. 2016	5.85	East Asian	267	767	A coding variant in FTO confers susceptibility to thiopurine-induced leukopenia in East Asian patients with IBD.	2021-06-24
GCST007229	25108385	Response To Thiopurine	Thiopurine-Induced Early Leukopenia In Crohn's Disease	Yang et al. 2014	36.6	East Asian	340	358	A common missense variant in NUDT15 confers susceptibility to thiopurine-induced leukopenia.	2021-06-24
GCST008271	31043678	Response To Tnf Antagonist	Anti-Adalimumab Antibody Production In Response To Treatment In Crohn's Disease	Aterido et al. 2019	4.95	European	62	88	Genetic association between CD96 locus and immunogenicity to anti-TNF therapy in Crohn's disease.	2021-06-24
GCST008397	31039275	Response To Tnf Antagonist	Infliximab-Induced Mucosal Healing In Crohn's Disease	Park et al. 2019	5.3	East Asian	58	54	Association of TRAP1 with Infliximab-Induced Mucosal Healing in Crohn's disease.	2021-06-24
GCST001994	23648065	Response To Topoisomerase Inhibitor	Adverse Response To Chemotherapy (Neutropenia/Leucopenia) (All Topoisomerase Inhibitors)	Low et al. 2013	3	East Asian	293	NA	Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.	2021-06-28
GCST009381	31597885	Response To Trastuzumab	Trastuzumab-Induced Cardiotoxicity In Cancer	Nakano et al. 2019	0.5	East Asian	268	213	A Genome-Wide Association Study Identifies Five Novel Genetic Markers for Trastuzumab-Induced Cardiotoxicity in Japanese Population.	2021-06-24
GCST009984	31969693	Response To Trauma Exposure	Trauma Exposure In Major Depressive Disorder-Negative Individuals	Coleman et al. 2020	57.3	European	50378	NA	Genome-wide gene-environment analyses of major depressive disorder and reported lifetime traumatic experiences in UK Biobank.	2021-06-24
GCST008270	30999091	Response To Trauma Exposure	Post-Traumatic Stress Disorder Symptoms In Trauma-Exposed Soldiers	Wang et al. 2019	1.25	European	2481	NA	Post-traumatic stress following military deployment: Genetic associations and cross-disorder genetic correlations.	2021-06-24
GCST008435	31243853	Response To Vaccine	Response To Hepatitis B Vaccine	Chung et al. 2019	NA	East Asian	6867	2610	GWAS identifying HLA-DPB1 gene variants associated with responsiveness to hepatitis B virus vaccination in Koreans: Independent association of HLA-DPB1*04:02 possessing rs1042169 G - rs9277355 C - rs9277356 A.	2021-06-24
GCST002297	24282030	Response To Vaccine	Hepatitis B Vaccine Response	Pan et al. 2013	0.75	East Asian	185	1756	A genome-wide association study identifies polymorphisms in the HLA-DR region associated with non-response to hepatitis B vaccination in Chinese Han populations.	2021-06-24
GCST004270	28437668	Response To Venlafaxine	Venlafaxine Response In Generalised Anxiety Disorder (Responders Vs Non-Responders After 12 Weeks)	Jung et al. 2017	0.75	European	98	NA	Genome-wide association study of treatment response to venlafaxine XR in generalized anxiety disorder.	2021-06-24
GCST004273	28437668	Response To Venlafaxine	Venlafaxine Response In Generalised Anxiety Disorder (Remitters Vs Non-Remitters After 24 Weeks)	Jung et al. 2017	0.75	European	98	NA	Genome-wide association study of treatment response to venlafaxine XR in generalized anxiety disorder.	2021-06-24
GCST004274	28437668	Response To Venlafaxine	Venlafaxine Response In Generalised Anxiety Disorder (Remitters Vs Non-Remitters After 12 Weeks)	Jung et al. 2017	0.75	European	98	NA	Genome-wide association study of treatment response to venlafaxine XR in generalized anxiety disorder.	2021-06-24
GCST004275	28437668	Response To Venlafaxine	Venlafaxine Response In Generalised Anxiety Disorder (Responders Vs Non-Responders After 24 Weeks)	Jung et al. 2017	0.75	European	98	NA	Genome-wide association study of treatment response to venlafaxine XR in generalized anxiety disorder.	2021-06-24
GCST002792	25710658	Response To Vincristine	Vincristine-Induced Peripheral Neuropathy In Acute Lymphoblastic Leukemia	Diouf et al. 2015	182.68	European|African unspecified|Asian unspecified|Hispanic or Latin American	321	NA	Association of an inherited genetic variant with vincristine-related peripheral neuropathy in children with acute lymphoblastic leukemia.	2021-06-24
GCST010322	32355309	Response To Zonisamide	Levodopa Wearing Off Effect (Time Symptoms Uncontrolled) In Parkinson's Disease (Response To Zonisamide)	Cha et al. 2020	2.25	East Asian	200	NA	Genome-wide association study identifies zonisamide responsive gene in Parkinson's disease patients.	2021-06-25
GCST011995	33239738	Restless Legs Syndrome	Restless Legs Syndrome	Didriksen et al. 2020	6.1	European	480982	110851	Large genome-wide association study identifies three novel risk variants for restless legs syndrome.	2021-07-05
GCST011710	32918390	Restless Legs Syndrome	Restless Legs Syndrome In Migraine	Lin et al. 2020	5	East Asian	233	NA	Association of genetic variants in migraineurs with and without restless legs syndrome.	2021-06-25
GCST011712	32918390	Restless Legs Syndrome	Restless Legs Syndrome In Migraine Without Aura	Lin et al. 2020	5	East Asian	169	NA	Association of genetic variants in migraineurs with and without restless legs syndrome.	2021-06-25
GCST000214	18660810	Restless Legs Syndrome	Restless Legs Syndrome	Schormair et al. 2008	18.35	European	2272	4946	PTPRD (protein tyrosine phosphatase receptor type delta) is associated with restless legs syndrome.	2021-06-24
GCST005042	29029846	Restless Legs Syndrome	Restless Legs Syndrome	Schormair et al. 2017	230.046	European	110851	317683	Identification of novel risk loci for restless legs syndrome in genome-wide association studies in individuals of European ancestry: a meta-analysis.	2021-06-24
GCST000058	17634447	Restless Legs Syndrome	Restless Legs Syndrome	Stefansson et al. 2007	23.75	European	15970	2206	A genetic risk factor for periodic limb movements in sleep.	2021-06-24
GCST000056	17637780	Restless Legs Syndrome	Restless Legs Syndrome	Winkelmann et al. 2007	24.496	European	2045	2339	Genome-wide association study of restless legs syndrome identifies common variants in three genomic regions.	2021-06-24
GCST001159	21779176	Restless Legs Syndrome	Restless Legs Syndrome	Winkelmann et al. 2011	19.5	European	2448	9689	Genome-wide association study identifies novel restless legs syndrome susceptibility loci on 2p14 and 16q12.1.	2021-06-24
GCST009959	31816047	Retinal Break	Retinal Detachment Or Retinal Break	Boutin et al. 2019	14.58	European	364210	NA	Insights into the genetic basis of retinal detachment.	2021-06-24
GCST009960	31816047	Retinal Break	Retinal Detachment Or Retinal Break	Boutin et al. 2019	14.58	European	65616	415339	Insights into the genetic basis of retinal detachment.	2021-06-28
GCST009958	31816047	Retinal Detachment	Retinal Detachment	Boutin et al. 2019	14.58	European	363126	NA	Insights into the genetic basis of retinal detachment.	2021-06-24
GCST009959	31816047	Retinal Detachment	Retinal Detachment Or Retinal Break	Boutin et al. 2019	14.58	European	364210	NA	Insights into the genetic basis of retinal detachment.	2021-06-24
GCST009960	31816047	Retinal Detachment	Retinal Detachment Or Retinal Break	Boutin et al. 2019	14.58	European	65616	415339	Insights into the genetic basis of retinal detachment.	2021-06-28
GCST001002	21386754	Rhabdomyolysis	Cerivastatin-Induced Rhabdomyolysis	Marciante et al. 2011	0.5	European	917	NA	Cerivastatin, genetic variants, and the risk of rhabdomyolysis.	2021-06-24
GCST009961	31816047	Rhegmatogenous Retinal Detachment	Retinal Detachment With Retinal Break	Boutin et al. 2019	14.58	European	361613	NA	Insights into the genetic basis of retinal detachment.	2021-06-25
GCST001966	23585552	Rhegmatogenous Retinal Detachment	Rhegmatogenous Retinal Detachment	Kirin et al. 2013	2	European	2820	7884	Genome-wide association study identifies genetic risk underlying primary rhegmatogenous retinal detachment.	2021-06-24
GCST012117	34106200	Rheumatic Heart Disease	Rheumatic Heart Disease	Machipisa et al. 2021	67.1	African unspecified|Sub-Saharan African	3179	NA	Association of Novel Locus With Rheumatic Heart Disease in Black African Individuals: Findings From the RHDGen Study.	2021-07-27
GCST007278	30573655	Rheumatoid Arthritis	Systemic Seropositive Rheumatic Diseases (Systemic Sclerosis Or Systemic Lupus Erythematosus Or Rheumatoid Arthritis Or Idiopathic Inflammatory Myopathies)	Acosta-Herrera et al. 2018	7.85	European	31408	NA	Genome-wide meta-analysis reveals shared new loci in systemic seropositive rheumatic diseases.	2021-06-24
GCST008726	31407831	Rheumatoid Arthritis	Marginal Zone Lymphoma Or Rheumatoid Arthritis	Din et al. 2019	3.35	European	14732	NA	Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.	2021-06-25
GCST005567	23143596	Rheumatoid Arthritis	Rheumatoid Arthritis (Acpa-Negative)	Eyre et al. 2012	37.35	European	19167	NA	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	2021-06-24
GCST005568	23143596	Rheumatoid Arthritis	Rheumatoid Arthritis (Acpa-Positive)	Eyre et al. 2012	37.35	European	43327	NA	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	2021-06-28
GCST005569	23143596	Rheumatoid Arthritis	Rheumatoid Arthritis	Eyre et al. 2012	37.35	European	47580	NA	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	2021-06-28
GCST005562	25014791	Rheumatoid Arthritis	Rheumatoid Arthritis	Govind et al. 2014	0.5	Sub-Saharan African	637	NA	Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans.	2021-06-24
GCST000420	19503088	Rheumatoid Arthritis	Rheumatoid Arthritis	Gregersen et al. 2009	10	European|Other	6922	5486	REL, encoding a member of the NF-kappaB family of transcription factors, is a newly defined risk locus for rheumatoid arthritis.	2021-06-24
GCST90013534	33310728	Rheumatoid Arthritis	Rheumatoid Arthritis	Ha et al. 2020	50.1	European|East Asian	311292	NA	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	2021-06-25
GCST001203	21844665	Rheumatoid Arthritis	Rheumatoid Arthritis	Hu et al. 2011	0.5	East Asian	700	1289	Common variants at the promoter region of the APOM confer a risk of rheumatoid arthritis.	2021-06-24
GCST90013684	32514122	Rheumatoid Arthritis	Rheumatoid Arthritis	Ishigaki et al. 2020	103.4	East Asian	212453	NA	Large-scale genome-wide association study in a Japanese population identifies novel susceptibility loci across different diseases.	2021-06-25
GCST002433	24782177	Rheumatoid Arthritis	Rheumatoid Arthritis	Jiang et al. 2014	NA	East Asian	1895	4685	Novel risk loci for rheumatoid arthritis in Han Chinese and congruence with risk variants in Europeans.	2021-06-28
GCST002434	24782177	Rheumatoid Arthritis	Rheumatoid Arthritis	Jiang et al. 2014	NA	East Asian|European	1895	25708	Novel risk loci for rheumatoid arthritis in Han Chinese and congruence with risk variants in Europeans.	2021-06-24
GCST000217	18668548	Rheumatoid Arthritis	Rheumatoid Arthritis	Julià et al. 2008	7	European	800	804	Genome-wide association study of rheumatoid arthritis in the Spanish population: KLF12 as a risk locus for rheumatoid arthritis susceptibility.	2021-06-24
GCST006048	24532676	Rheumatoid Arthritis	Rheumatoid Arthritis (Acpa-Positive)	Kim et al. 2014	1.1	East Asian|European	55089	NA	High-density genotyping of immune loci in Koreans and Europeans identifies eight new rheumatoid arthritis risk loci.	2021-06-24
GCST000677	20453841	Rheumatoid Arthritis	Rheumatoid Arthritis	Kochi et al. 2010	18	East Asian	5683	22127	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	2021-06-24
GCST010730	32868391	Rheumatoid Arthritis	Rheumatoid Arthritis	Leng et al. 2020	1.25	East Asian|European	84705	NA	Identification of new susceptibility loci associated with rheumatoid arthritis.	2021-06-25
GCST009877	30572963	Rheumatoid Arthritis	Rheumatoid Arthritis	Márquez et al. 2018	4.25	European	37831	NA	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	2021-06-28
GCST001681	23028356	Rheumatoid Arthritis	Rheumatoid Arthritis	Myouzen et al. 2012	NA	East Asian	5683	37586	Functional variants in NFKBIE and RTKN2 involved in activation of the NF-κB pathway are associated with rheumatoid arthritis in Japanese.	2021-06-24
GCST002300	23918589	Rheumatoid Arthritis	Rheumatoid Arthritis	Negi et al. 2013	0.25	South Asian	1467	2075	A genome-wide association study reveals ARL15, a novel non-HLA susceptibility gene for rheumatoid arthritis in North Indians.	2021-06-24
GCST001454	22446963	Rheumatoid Arthritis	Rheumatoid Arthritis	Okada et al. 2012	13.006	East Asian	20965	26961	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	2021-06-24
GCST002318	24390342	Rheumatoid Arthritis	Rheumatoid Arthritis	Okada et al. 2013	230.242	European|East Asian	79799	22839	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	2021-06-28
