"studyID","pubMedID","trait","citation","studyScore","ethnicity","cohort","title","lastUpdated"
"GCST003226","26545240","pelvic organ prolapse","Giri A 2015","2.5","African American or Afro-Caribbean|Hispanic or Latin American",2652,"Genetic Determinants of Pelvic Organ Prolapse among African American and Hispanic Women in the Women's Health Initiative.","2020-05-08"
"GCST008069","30230522","pemphigus","Zhang S 2018","1.5","East Asian",1601,"Subtype-Specific Inherited Predisposition to Pemphigus in Chinese Population.","2020-05-10"
"GCST006520","30169916","pemphigus foliaceus","Sun Y 2018","0.25","East Asian",1954,"Investigation of the Predisposing Factor of Pemphigus and its clinical subtype through a Genome-wide association and next generation sequence analysis.","2020-05-09"
"GCST006521","30169916","pemphigus vulgaris","Sun Y 2018","0.25","East Asian",1997,"Investigation of the Predisposing Factor of Pemphigus and its clinical subtype through a Genome-wide association and next generation sequence analysis.","2020-05-09"
"GCST006584","29857070","pemphigus vulgaris","Gao J 2018","1.25","East Asian",3375,"Association study and fine-mapping major histocompatibility complex analysis of pemphigus vulgaris in a Han Chinese population.","2020-05-09"
"GCST008068","30230522","pemphigus vulgaris","Zhang S 2018","1.5","East Asian",1470,"Subtype-Specific Inherited Predisposition to Pemphigus in Chinese Population.","2020-05-10"
"GCST000521","19897590","periodontitis","Schaefer AS 2009",NA,"European",1751,"A genome-wide association study identifies GLT6D1 as a susceptibility locus for periodontitis.","2020-05-07"
"GCST001588","22699663","periodontitis","Divaris K 2012","1.25","European",1020,"Genome-wide association study of periodontal pathogen colonization.","2020-05-08"
"GCST002126","24024966","periodontitis","Teumer A 2013","0.5","European",3915,"Genome-wide association study of chronic periodontitis in a general German population.","2020-05-08"
"GCST002136","24024966","periodontitis","Teumer A 2013","0.5","European",2969,"Genome-wide association study of chronic periodontitis in a general German population.","2020-05-08"
"GCST002781","25672891","periodontitis","Shimizu S 2015","5.4","East Asian",17918,"A genome-wide association study of periodontitis in a Japanese population.","2020-05-08"
"GCST006486","30218097","periodontitis","Munz M 2018","6.55","European",15003,"Meta-analysis of genome-wide association studies of aggressive and chronic periodontitis identifies two novel risk loci.","2020-05-09"
"GCST007197","30284742","periodontitis","Bevilacqua L 2018","0.25","European",367,"A genome-wide association study identifies an association between variants in EFCAB4B gene and periodontal disease in an Italian isolated population.","2020-05-09"
"GCST000720","20610895","peripheral arterial disease","Koriyama H 2010",NA,"East Asian",3792,"Identification of evidence suggestive of an association with peripheral arterial disease at the OSBPL10 locus by genome-wide investigation in the Japanese population.","2020-05-07"
"GCST002504","25009551","peripheral arterial disease","Kullo IJ 2014","3","European",5486,"The ATXN2-SH2B3 locus is associated with peripheral arterial disease: an electronic medical record-based genome-wide association study.","2020-05-08"
"GCST003154","26488411","peripheral arterial disease","Matsukura M 2015","89.25","East Asian",23299,"Genome-Wide Association Study of Peripheral Arterial Disease in a Japanese Population.","2020-05-08"
"GCST004482","27082954","peripheral arterial disease","Ward-Caviness CK 2016","2","European|African American or Afro-Caribbean",2177,"Genetic Variants in the Bone Morphogenic Protein Gene Family Modify the Association between Residential Exposure to Traffic and Peripheral Arterial Disease.","2020-05-10"
"GCST008474","31285632","peripheral arterial disease","Klarin D 2019","132.3","European|African unspecified|Hispanic or Latin American",637468,"Genome-wide association study of peripheral artery disease in the Million Veteran Program.","2020-05-10"
"GCST008223","31127053","peripheral neuropathy","Tang Y 2019","41.35","European|African American or Afro-Caribbean",7462,"A Genetic Locus on Chromosome 2q24 Predicting Peripheral Neuropathy Risk in Type 2 Diabetes: Results From the ACCORD and BARI 2D Studies.","2020-05-10"
"GCST007549","30794219","periprosthetic osteolysis","MacInnes SJ 2019",NA,"European",3514,"The 2018 Otto Aufranc Award: How Does Genome-wide Variation Affect Osteolysis Risk After THA?","2020-05-09"
"GCST003182","26569114","persistent Staphylococcus aureus carrier status","Brown EL 2015","2","Hispanic or Latin American",761,"Genome-Wide Association Study of Staphylococcus aureus Carriage in a Community-Based Sample of Mexican-Americans in Starr County, Texas.","2020-05-08"
"GCST006098","29899525","physical activity measurement","Klimentidis YC 2018","41.98","European",261055,"Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.","2020-05-09"
"GCST006100","29899525","physical activity measurement","Klimentidis YC 2018","41.98","European",350492,"Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.","2020-05-09"
"GCST002940","26029870","pituitary gland adenoma","Ye Z 2015","3.35","East Asian",9721,"Common variants at 10p12.31, 10q21.1 and 13q12.13 are associated with sporadic pituitary adenoma.","2020-05-07"
"GCST005558","29534260","Plantar Fasciitis","Kim SK 2018","1","European|Hispanic or Latin American|East Asian|African American or Afro-Caribbean",102508,"Two Genetic Variants Associated with Plantar Fascial Disorders.","2020-05-09"
"GCST002515","24986923","pneumoconiosis","Chu M 2014",NA,"East Asian",1431,"A genome-wide association study identifies susceptibility loci of silica-related pneumoconiosis in Han Chinese.","2020-05-08"
"GCST000914","21151128","polycystic ovary syndrome","Chen ZJ 2010","6","East Asian",10769,"Genome-wide association study identifies susceptibility loci for polycystic ovary syndrome on chromosome 2p16.3, 2p21 and 9q33.3.","2020-05-07"
"GCST001634","22885925","polycystic ovary syndrome","Shi Y 2012","4.5","East Asian",21059,"Genome-wide association study identifies eight new risk loci for polycystic ovary syndrome.","2020-05-08"
"GCST002741","25574032","polycystic ovary syndrome","Lee H 2015",NA,"East Asian",2949,"Genome-wide association study identified new susceptibility loci for polycystic ovary syndrome.","2020-05-08"
"GCST003144","26416764","polycystic ovary syndrome","Day FR 2015","135.05","European",188874,"Causal mechanisms and balancing selection inferred from genetic associations with polycystic ovary syndrome.","2020-05-08"
"GCST005273","26284813","polycystic ovary syndrome","Hayes MG 2015","50.254","European",8535,"Genome-wide association of polycystic ovary syndrome implicates alterations in gonadotropin secretion in European ancestry populations.","2020-05-08"
"GCST006052","26362759","polymyositis","Rothwell S 2015","13.1","European",16582,"Dense genotyping of immune-related loci in idiopathic inflammatory myopathies confirms HLA alleles as the strongest genetic risk factor and suggests different genetic background for major clinical subgroups.","2020-05-09"
"GCST004413","27132594","positive regulation of ovulation","Mbarek H 2016","763.3","European",315878,"Identification of Common Genetic Variants Influencing Spontaneous Dizygotic Twinning and Female Fertility.","2020-05-08"
"GCST002681","25456346","post-traumatic stress disorder","Nievergelt CM 2014","9.83","European|Hispanic or Latin American|Native American|African American or Afro-Caribbean|East Asian|Other",3985,"Genomic predictors of combat stress vulnerability and resilience in U.S. Marines: A genome-wide association study across multiple ancestries implicates PRTFDC1 as a potential PTSD gene.","2020-05-08"
"GCST003495","27167565","post-traumatic stress disorder","Stein MB 2016","144.942","European|African American or Afro-Caribbean|Hispanic or Latin American",13690,"Genome-wide Association Studies of Posttraumatic Stress Disorder in 2 Cohorts of US Army Soldiers.","2020-05-08"
"GCST009315","31594949","post-traumatic stress disorder","Nievergelt CM 2019","167.284","African American or Afro-Caribbean|African unspecified|European|Native American|Hispanic or Latin American",195701,"International meta-analysis of PTSD genome-wide association studies identifies sex- and ancestry-specific genetic risk loci.","2020-05-09"
"GCST008270","30999091","post-traumatic stress disorder symptom measurement","Wang Y 2019","1.25","European",2481,"Post-traumatic stress following military deployment: Genetic associations and cross-disorder genetic correlations.","2020-05-09"
"GCST005156","29168253","pregnancy induced alloimmunization","Seielstad M 2017",NA,"European",1000,"Genomewide association study of HLA alloimmunization in previously pregnant blood donors.","2020-05-08"
"GCST003467","27064256","primary angle closure glaucoma","Khor CC 2016","73.95","East Asian|South Asian|European|Asian unspecified|Greater Middle Eastern (Middle Eastern North African or Persian)|Hispanic or Latin American",40070,"Genome-wide association study identifies five new susceptibility loci for primary angle closure glaucoma.","2020-05-08"
"GCST003129","26394269","primary biliary cirrhosis","Cordell HJ 2015","7.35","European",21216,"International genome-wide meta-analysis identifies new primary biliary cirrhosis risk loci and targetable pathogenic pathways.","2020-05-09"
"GCST004145","28062665","primary biliary cirrhosis","Kawashima M 2017","0.5","East Asian",9910,"Genome-wide association studies identify PRKCB as a novel genetic susceptibility locus for primary biliary cholangitis in the Japanese population.","2020-05-09"
"GCST004302","28425483","primary biliary cirrhosis","Qiu F 2017","87.75","East Asian",8192,"A genome-wide association study identifies six novel risk loci for primary biliary cholangitis.","2020-05-08"
"GCST005581","22961000","primary biliary cirrhosis","Liu JZ 2012","18.55","European",11375,"Dense fine-mapping study identifies new susceptibility loci for primary biliary cirrhosis.","2020-05-09"
"GCST007036","30643196","primary biliary cirrhosis","Hitomi Y 2019","4.75","East Asian",3574,"POGLUT1, the putative effector gene driven by rs2293370 in primary biliary cholangitis susceptibility locus chromosome 3q13.33.","2020-05-09"
"GCST009956","22936693","primary biliary cirrhosis","Juran BD 2012","3","European",7810,"Immunochip analyses identify a novel risk locus for primary biliary cirrhosis at 13q14, multiple independent associations at four established risk loci and epistasis between 1p31 and 7q32 risk variants.","2020-05-09"
"GCST005518","29432556","primary ovarian insufficiency","Brooke RJ 2018","1.5","European|African unspecified",799,"A High-risk Haplotype for Premature Menopause in Childhood Cancer Survivors Exposed to Gonadotoxic Therapy.","2020-05-08"
"GCST007420","28864454","progesterone-receptor negative breast cancer","Lacson JCA 2017","0.75","",2359,"Genome-Wide Testing of Exonic Variants and Breast Cancer Risk in the California Teachers Study.","2020-05-07"
"GCST007845","31059154","progressive supranuclear palsy","Chen Z 2019","23.85","European",9692,"Genome-wide survey of copy number variants finds MAPT duplications in progressive supranuclear palsy.","2020-05-09"
"GCST006283","29739359","proliferative diabetic retinopathy","Graham PS 2018","3.25","European",611,"Genome-wide association studies for diabetic macular edema and proliferative diabetic retinopathy.","2020-05-09"
"GCST008668","31482010","proliferative diabetic retinopathy","Liu C 2019","1","African unspecified|African American or Afro-Caribbean",360,"Genome-wide association study for proliferative diabetic retinopathy in Africans.","2020-05-10"
"GCST000017","17401363","prostate carcinoma","Yeager M 2007","22.658","European",8595,"Genome-wide association study of prostate cancer identifies a second risk locus at 8q24.","2020-05-07"
"GCST000019","17401366","prostate carcinoma","Gudmundsson J 2007","11.328","European|African American or Afro-Caribbean",8917,"Genome-wide association study identifies a second prostate cancer susceptibility variant at 8q24.","2020-05-08"
"GCST000050","17603485","prostate carcinoma","Gudmundsson J 2007","34.472","European",17841,"Two variants on chromosome 17 confer prostate cancer risk, and the one in TCF2 protects against type 2 diabetes.","2020-05-07"
"GCST000152","18264097","prostate carcinoma","Eeles RA 2008","25.744","European",10382,"Multiple newly identified loci associated with prostate cancer susceptibility.","2020-05-09"
"GCST000153","18264098","prostate carcinoma","Gudmundsson J 2008","16.744","European",39055,"Common sequence variants on 2p15 and Xp11.22 confer susceptibility to prostate cancer.","2020-05-07"
"GCST000154","18264096","prostate carcinoma","Thomas G 2008","17.906","European",10234,"Multiple loci identified in a genome-wide association study of prostate cancer.","2020-05-07"
"GCST000307","19117981","prostate carcinoma","Sun J 2009","3","European",11656,"Sequence variants at 22q13 are associated with prostate cancer risk.","2020-05-07"
"GCST000489","19767754","prostate carcinoma","Gudmundsson J 2009","14.088","European",61543,"Genome-wide association and replication studies identify four variants associated with prostate cancer susceptibility.","2020-05-07"
"GCST000750","20676098","prostate carcinoma","Takata R 2010","6","East Asian",13385,"Genome-wide association study identifies five new susceptibility loci for prostate cancer in the Japanese population.","2020-05-09"
"GCST001147","21743057","prostate carcinoma","Schumacher FR 2011","4","European",21330,"Genome-wide association study identifies new prostate cancer susceptibility loci.","2020-05-07"
"GCST001148","21743467","prostate carcinoma","Kote-Jarai Z 2011","40.768","European|East Asian|African American or Afro-Caribbean|Other",73609,"Seven prostate cancer susceptibility loci identified by a multi-stage genome-wide association study.","2020-05-09"
"GCST001646","22923026","prostate carcinoma","Cheng I 2012","0.5","East Asian|European|Hispanic or Latin American",14746,"Evaluating genetic risk for prostate cancer among Japanese and Latinos.","2020-05-08"
"GCST001702","23023329","prostate carcinoma","Xu J 2012","4.5","East Asian",13418,"Genome-wide association study in Chinese men identifies two new prostate cancer risk loci at 9q31.2 and 19q13.4.","2020-05-07"
"GCST001714","23065704","prostate carcinoma","Amin Al Olama A 2012","129","European",71669,"A meta-analysis of genome-wide association studies to identify prostate cancer susceptibility loci associated with aggressive and non-aggressive disease.","2020-05-07"
"GCST001719","23104005","prostate carcinoma","Gudmundsson J 2012","13.47","European",72638,"A study based on whole-genome sequencing yields a rare variant at 8q24 associated with prostate cancer.","2020-05-08"
"GCST001942","23535732","prostate carcinoma","Eeles RA 2013","157.066","European",61925,"Identification of 23 new prostate cancer susceptibility loci using the iCOGS custom genotyping array.","2020-05-09"
"GCST002413","24740154","prostate carcinoma","Lange EM 2014",NA,"European",8543,"Genome-wide association scan for variants associated with early-onset prostate cancer.","2020-05-08"
"GCST002606","25217961","prostate carcinoma","Al Olama AA 2014","163.35","European|Sub-Saharan African|African American or Afro-Caribbean|East Asian|Hispanic or Latin American",87040,"A meta-analysis of 87,040 individuals identifies 23 new susceptibility loci for prostate cancer.","2020-05-09"
"GCST002890","25939597","prostate carcinoma","Berndt SI 2015","11.2","European",22943,"Two susceptibility loci identified for prostate cancer aggressiveness.","2020-05-07"
"GCST002944","26034056","prostate carcinoma","Hoffmann TJ 2015","23.35","European|African American or Afro-Caribbean|East Asian|Hispanic or Latin American",58596,"A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.","2020-05-08"
"GCST003100","26307654","prostate carcinoma","Szulkin R 2015","2.25","European",25519,"Genome-wide association study of prostate cancer-specific survival.","2020-05-08"
"GCST003148","26443449","prostate carcinoma","Wang M 2015","3.7","East Asian",14918,"Large-scale association analysis in Asians identifies new susceptibility loci for prostate cancer.","2020-05-07"
"GCST003581","27515689","prostate carcinoma","Kerns SL 2016","70.05","European",1245,"Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.","2020-05-08"
"GCST003582","27515689","prostate carcinoma","Kerns SL 2016","70.05","European",1409,"Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.","2020-05-08"
"GCST003584","27515689","prostate carcinoma","Kerns SL 2016","70.05","European",1487,"Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.","2020-05-08"
"GCST003586","27262462","prostate carcinoma","Teerlink CC 2016","2.25","European",3893,"Genome-wide association of familial prostate cancer cases identifies evidence for a rare segregating haplotype at 8q24.21.","2020-05-08"
"GCST004982","29117387","prostate carcinoma","Conti DV 2017","0.25","African American or Afro-Caribbean|Sub-Saharan African|African unspecified",21012,"Two Novel Susceptibility Loci for Prostate Cancer in Men of African Ancestry.","2020-05-08"
"GCST005786","29356057","prostate carcinoma","Du Z 2018",NA,"Sub-Saharan African",1040,"Genetic risk of prostate cancer in Ugandan men.","2020-05-09"
"GCST006083","29892016","prostate carcinoma","Schumacher FR 2018","843.134","European",73475,"Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.","2020-05-09"
"GCST006085","29892016","prostate carcinoma","Schumacher FR 2018","843.134","European",140254,"Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.","2020-05-10"
"GCST006089","29892016","prostate carcinoma","Schumacher FR 2018","843.134","European",51244,"Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.","2020-05-09"
"GCST007506","30410027","prostate carcinoma","Gudmundsson J 2018","10","European",295892,"Genome-wide associations for benign prostatic hyperplasia reveal a genetic correlation with serum levels of PSA.","2020-05-09"
"GCST008231","31226226","prostate carcinoma","Du Z 2019","0.5","Hispanic or Latin American",7953,"A Genome-wide Association Study of Prostate Cancer in Latinos.","2020-05-10"
"GCST008378","31095341","prostate carcinoma","Kerns SL 2019","26.75","European",3470,"Radiogenomics Consortium Genome-Wide Association Study Meta-analysis of Late Toxicity after Prostate Cancer Radiotherapy.","2020-05-10"
"GCST008860","31562322","prostate carcinoma","Takata R 2019","10.258","East Asian",93849,"12 new susceptibility loci for prostate cancer identified by genome-wide association study in Japanese population.","2020-05-10"
"GCST000763","20694011","protein measurement","Ferreira RC 2010","4","European",2748,"Association of IFIH1 and other autoimmunity risk alleles with selective IgA deficiency.","2020-05-07"
"GCST008610","30476138","proteinuria","Benonisdottir S 2019","2.5","European",145547,"Sequence variants associating with urinary biomarkers.","2020-05-08"
"GCST008611","30476138","proteinuria","Benonisdottir S 2019","2.5","European",116855,"Sequence variants associating with urinary biomarkers.","2020-05-10"
"GCST008612","30476138","proteinuria","Benonisdottir S 2019","2.5","European",120230,"Sequence variants associating with urinary biomarkers.","2020-05-10"
"GCST000173","18369459","psoriasis","Liu Y 2008","11.938","European",3107,"A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.","2020-05-09"
"GCST000321","19169255","psoriasis","Zhang XJ 2009","20.246","East Asian",15332,"Psoriasis genome-wide association study identifies susceptibility variants within LCE gene cluster at 1q21.","2020-05-07"
"GCST000322","19169254","psoriasis","Nair RP 2009","29.576","European",12848,"Genome-wide scan reveals association of psoriasis with IL-23 and NF-kappaB pathways.","2020-05-10"
"GCST000833","20953190","psoriasis","Strange A 2010","19.25","European",15991,"A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.","2020-05-09"
"GCST000834","20953189","psoriasis","Stuart PE 2010",NA,"",13126,"Genome-wide association analysis identifies three psoriasis susceptibility loci.","2020-05-09"
"GCST000836","20953188","psoriasis","Ellinghaus E 2010",NA,"European",14524,"Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.","2020-05-09"
"GCST002738","25574825","psoriasis","Baurecht H 2015","10.75","European",12244,"Genome-wide comparative analysis of atopic dermatitis and psoriasis gives insight into opposing genetic mechanisms.","2020-05-08"
"GCST002874","25903422","psoriasis","Yin X 2015","32.43","European|East Asian",34886,"Genome-wide meta-analysis identifies multiple novel associations and ethnic heterogeneity of psoriasis susceptibility.","2020-05-09"
"GCST002889","25939698","psoriasis","Tsoi LC 2015","1","European",42873,"Enhanced meta-analysis and replication studies identify five new psoriasis susceptibility loci.","2020-05-08"
"GCST004346","28537254","psoriasis","Tsoi LC 2017","114.05","European",305801,"Large scale meta-analysis characterizes genetic architecture for common psoriasis associated variants.","2020-05-10"
"GCST005527","23143594","psoriasis","Tsoi LC 2012","1.5","European",33394,"Identification of 15 new psoriasis susceptibility loci highlights the role of innate immunity.","2020-05-08"
"GCST008479","25854761","psoriasis","Zuo X 2015","0.5","East Asian",42760,"Whole-exome SNP array identifies 15 new susceptibility loci for psoriasis.","2020-05-08"
"GCST003268","26626624","psoriasis vulgaris","Stuart PE 2015","5.75","European",30742,"Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.","2020-05-08"
"GCST006036","29031612","psoriasis vulgaris","Hirata J 2017","1.25","East Asian",2650,"Variants at HLA-A, HLA-C, and HLA-DQB1 Confer Risk of Psoriasis Vulgaris in Japanese.","2020-05-08"
"GCST000835","20953186","psoriatic arthritis","H�ffmeier U 2010","5.408","European",6948,"Common variants at TRAF3IP2 are associated with susceptibility to psoriatic arthritis and psoriasis.","2020-05-07"
"GCST003270","26626624","psoriatic arthritis","Stuart PE 2015","5.75","European",23942,"Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.","2020-05-08"
"GCST007945","31081985","psychological resilience measurement","Stein MB 2019","6.45","European",581,"Genome-wide analyses of psychological resilience in U.S. Army soldiers.","2020-05-09"
"GCST007947","31081985","psychological resilience measurement","Stein MB 2019","6.45","European",1939,"Genome-wide analyses of psychological resilience in U.S. Army soldiers.","2020-05-09"
"GCST008895","31553412","psychotic symptoms","Legge SE 2019","157.03","European",127502,"Association of Genetic Liability to Psychotic Experiences With Neuropsychotic Disorders and Traits.","2020-05-10"
"GCST008896","31553412","psychotic symptoms","Legge SE 2019","157.03","European",123522,"Association of Genetic Liability to Psychotic Experiences With Neuropsychotic Disorders and Traits.","2020-05-10"
"GCST001908","23502781","pulmonary arterial hypertension","Germain M 2013","15.72","European",2150,"Genome-wide association analysis identifies a susceptibility locus for pulmonary arterial hypertension.","2020-05-07"
"GCST004947","29088834","pulmonary arterial hypertension","Kimura M 2017","0.5","East Asian",3037,"A genome-wide association analysis identifies PDE1A|DNAJC10 locus on chromosome 2 associated with idiopathic pulmonary arterial hypertension in a Japanese population.","2020-05-08"
"GCST007228","30527956","pulmonary arterial hypertension","Rhodes CJ 2018","52.28","European",11744,"Genetic determinants of risk in pulmonary arterial hypertension: international genome-wide association studies and meta-analysis.","2020-05-09"
"GCST001621","22837378","pulmonary function measurement","Wilk JB 2012","4.5","European",35756,"Genome-wide association studies identify CHRNA5/3 and HTR4 in the development of airflow obstruction.","2020-05-09"
"GCST005416","29394082","pulmonary function measurement","Burkart KM 2018","5.1","Hispanic or Latin American|European",12415,"A Genome-wide Association Study in Hispanics/Latinos Identifies Novel Signals for Lung Function. The Hispanic Community Health Study/Study of Latinos.","2020-05-08"
"GCST008240","30845926","pulmonary function measurement","van der Plaat DA 2019","2.85","European",432,"Limited overlap in significant hits between genome-wide association studies on two airflow obstruction definitions in the same population.","2020-05-10"
"GCST008241","30845926","pulmonary function measurement","van der Plaat DA 2019","2.85","European",432,"Limited overlap in significant hits between genome-wide association studies on two airflow obstruction definitions in the same population.","2020-05-10"
"GCST008246","30845926","pulmonary function measurement","van der Plaat DA 2019","2.85","European",7036,"Limited overlap in significant hits between genome-wide association studies on two airflow obstruction definitions in the same population.","2020-05-08"
"GCST008247","30845926","pulmonary function measurement","van der Plaat DA 2019","2.85","European",7036,"Limited overlap in significant hits between genome-wide association studies on two airflow obstruction definitions in the same population.","2020-05-08"
"GCST002880","25935106","recalcitrant atopic dermatitis","Kim KW 2015","0.5","East Asian",797,"Genome-wide association study of recalcitrant atopic dermatitis in Korean children.","2020-05-07"
"GCST005928","29787419","refractory celiac disease","Hrdlickova B 2018","5.35","European",2225,"A locus at 7p14.3 predisposes to refractory celiac disease progression from celiac disease.","2020-05-10"
"GCST002835","25826619","renal cell carcinoma","Henrion MY 2015","2.1","European",20895,"Common variation at 1q24.1 (ALDH9A1) is a potential risk factor for renal cancer.","2020-05-08"
"GCST004710","28598434","renal cell carcinoma","Scelo G 2017","27.83","European",40673,"Genome-wide association study identifies multiple risk loci for renal cell carcinoma.","2020-05-09"
"GCST008225","31231134","renal cell carcinoma","Laskar RS 2019","6.9","European",8061,"Sex specific associations in genome wide association analysis of renal cell carcinoma.","2020-05-10"
"GCST008226","31231134","renal cell carcinoma","Laskar RS 2019","6.9","European",16256,"Sex specific associations in genome wide association analysis of renal cell carcinoma.","2020-05-10"
"GCST001997","23648065","response to 5' fluorouracil","Low SK 2013","3","East Asian",1129,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST004029","28030426","response to angiotensin-converting enzyme inhibitor","Mahmoudpour SH 2017","0.25","European",5161,"Meta-analysis of genome-wide association studies on the intolerance of angiotensin-converting enzyme inhibitors.","2020-05-08"
"GCST002008","23648065","response to anthracycline-based chemotherapy","Low SK 2013","3","East Asian",643,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST003085","26265036","response to anticoagulant","Parra EJ 2015","0.75","Hispanic or Latin American|European|East Asian|African American or Afro-Caribbean",2967,"Genome-wide association study of warfarin maintenance dose in a Brazilian sample.","2020-05-08"
"GCST007137","30357299","response to anticoagulant","De T 2018","65.924","African American or Afro-Caribbean",403,"Association of Genetic Variants With Warfarin-Associated Bleeding Among Patients of African Descent.","2020-05-09"
"GCST001528","22584459","response to antidepressant","Sasayama D 2012",NA,"East Asian",228,"Possible association of CUX1 gene polymorphisms with antidepressant response in major depressive disorder.","2020-05-09"
"GCST002046","23726668","response to antidepressant","Hunter AM 2013","0.25","European|Hispanic or Latin American|African American or Afro-Caribbean|Asian unspecified|Other|Oceanian|Native American",1701,"A genome-wide association study of a sustained pattern of antidepressant response.","2020-05-08"
"GCST007665","30468137","response to antidepressant","Fabbri C 2018","5.35","European",3226,"Genome-wide association study of treatment-resistance in depression and meta-analysis of three independent samples.","2020-05-09"
"GCST007667","30468137","response to antidepressant","Fabbri C 2018","5.35","European",2312,"Genome-wide association study of treatment-resistance in depression and meta-analysis of three independent samples.","2020-05-09"
"GCST002005","23648065","response to antimetabolite","Low SK 2013","3","East Asian",2543,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST002001","23648065","response to antimicrotubule agent","Low SK 2013","3","East Asian",1196,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST001095","21659360","response to antineoplastic agent","Wade R 2011","3","European",736,"Association between single nucleotide polymorphism-genotype and outcome of patients with chronic lymphocytic leukemia in a randomized chemotherapy trial.","2020-05-07"
"GCST001357","22180457","response to antineoplastic agent","Kiyotani K 2011","1","East Asian",462,"A genome-wide association study identifies locus at 10q22 associated with clinical outcomes of adjuvant tamoxifen therapy for breast cancer patients in Japanese.","2020-05-08"
"GCST001993","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",214,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST001994","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",293,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST001995","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",380,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST001996","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",453,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST001998","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",1171,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST001999","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",582,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST002000","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",93,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST002002","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",503,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST002003","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",306,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST002004","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",523,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST002006","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",316,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST002007","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",647,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
"GCST002009","23648065","response to antineoplastic agent","Low SK 2013","3","East Asian",149,"Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.","2020-05-08"
